Date,OM01,OM02,OM03,OM04,OM05,OM06,OM07,OM08,OM09,OM10,OM11,OM12,OM13,OM14,OM15,OM16,OM17,OM18,OM19,OM20,OM21,OM22,OM23,OM24,OM25,OM26,OM27,OM28,OM29,OM30,OM31,OM32,OM33,OM34,OM35,OM36,OM37,OM38,OM39,OM40,OM41,OM42,OM43,OM44,OM45,OM46,OM47,OM48,OM49,OM50,OM51,OM52,OM53,OM54,OM55,OM56,OM57,OM58,OM59,OM60,OM61,OM62,OM63,OM64,OM65,OM66,OM67,OM68,OM69,OM70,OM71,OM72
2/26/2000,222.21,263.04,278.13,302.13,313.02,331.26,337.49,350.60,353.86,361.86,370.48,376.87,385.17,396.72,403.77,405.99,409.09,422.30,427.04,434.40,441.64,444.85,454.43,457.85,467.55,492.97,459.63,424.01,284.20,299.82,318.79,334.82,342.20,346.13,347.07,352.60,358.45,362.73,366.92,373.92,379.66,388.94,388.17,391.17,405.48,433.52,482.44,558.99,537.88,567.21,594.20,604.52,604.78,604.95,600.80,582.83,559.59,403.03,402.76,415.85,389.23,389.48,383.72,390.36,395.89,358.60,360.57,640.61,847.44,815.30,795.11,801.20
2/27/2000,209.00,245.52,264.35,289.83,302.95,325.05,331.42,351.65,358.25,368.17,374.69,381.47,387.59,394.42,399.48,404.04,405.37,412.58,414.92,423.92,431.27,434.15,442.70,445.77,444.77,467.53,448.41,437.32,260.16,276.35,296.96,320.51,334.08,340.25,341.47,348.78,357.33,363.84,370.56,381.33,388.42,396.34,397.64,400.28,411.81,430.27,457.20,498.48,488.13,500.37,527.41,549.61,570.28,575.13,582.88,584.48,570.49,405.05,407.87,429.50,398.72,398.27,387.02,390.09,386.31,348.34,352.23,636.24,865.01,836.65,802.85,800.16
2/28/2000,224.72,263.56,277.70,299.11,311.77,333.06,340.70,361.14,370.00,380.37,388.90,396.12,403.55,412.34,418.68,418.58,419.93,426.01,428.47,434.95,441.97,444.20,451.34,453.97,448.16,457.94,432.74,413.55,284.89,298.84,315.20,329.45,337.58,342.49,344.85,352.93,363.76,371.18,377.87,386.72,392.95,401.32,406.38,411.44,423.87,447.76,477.84,527.96,531.05,551.33,560.68,555.09,544.77,542.31,545.18,547.12,536.91,425.89,428.74,418.38,406.53,402.96,388.33,391.91,364.32,340.24,339.53,666.02,876.76,847.01,808.09,800.55
2/29/2000,215.30,255.43,272.01,295.30,307.35,328.12,334.64,356.20,365.27,379.63,387.81,395.46,403.41,411.80,417.29,422.75,423.78,429.23,430.34,436.89,441.05,441.75,443.77,441.39,431.41,438.94,418.55,402.13,269.41,284.51,305.84,326.12,336.18,341.17,343.20,349.29,357.19,363.06,368.40,374.76,378.98,388.91,395.73,402.31,413.43,427.20,442.57,463.60,474.87,492.64,508.71,520.49,528.99,530.51,542.81,535.38,514.12,417.94,432.98,446.08,394.69,402.06,364.28,360.79,322.16,300.82,303.54,559.16,828.88,847.54,817.18,801.93
3/1/2000,224.04,261.21,277.35,299.38,311.35,332.12,339.65,361.02,371.01,386.81,397.08,404.63,413.61,423.49,430.48,432.93,434.11,440.52,442.50,447.71,449.96,450.10,446.54,442.53,420.95,416.71,393.25,375.07,278.20,292.55,311.90,327.40,334.82,338.42,340.02,346.04,352.12,355.73,358.89,362.06,366.29,379.53,387.64,395.87,408.70,419.11,430.56,446.28,453.27,463.72,473.48,480.29,484.96,485.03,495.50,487.73,464.97,412.62,421.57,432.42,387.00,398.74,344.40,340.03,300.47,280.69,283.90,532.37,799.95,831.39,820.68,804.33
3/2/2000,220.95,255.93,274.41,299.07,310.50,331.48,338.86,359.45,369.68,386.17,396.74,404.30,414.72,425.55,433.19,433.70,434.76,440.67,442.14,448.01,450.60,450.82,449.83,448.16,431.62,426.43,410.56,395.78,271.70,286.77,307.09,323.62,330.46,332.86,333.82,338.83,342.48,344.13,345.07,345.25,347.87,361.94,371.28,380.75,396.27,407.82,420.24,438.40,441.18,449.38,458.71,464.86,466.90,465.10,469.10,463.66,449.92,402.42,414.94,427.81,370.21,390.11,325.61,320.71,286.55,268.56,268.56,487.24,762.51,808.21,819.20,807.20
3/3/2000,213.80,246.03,264.71,291.00,302.77,323.54,330.88,350.31,359.62,374.71,385.01,392.62,403.37,415.55,424.24,421.92,423.00,429.46,431.41,438.35,443.17,444.80,448.54,448.74,439.47,434.37,420.63,408.44,258.71,273.97,294.33,312.28,320.85,323.31,323.47,328.44,330.73,330.94,330.30,328.15,328.79,339.08,346.66,355.48,371.56,384.67,397.99,419.48,421.03,429.62,439.85,448.20,453.37,453.14,454.65,455.80,448.24,379.30,396.32,411.67,344.99,367.33,312.29,308.59,283.15,274.69,275.97,451.90,714.40,778.55,811.48,809.19
3/4/2000,200.76,231.83,249.14,275.52,287.11,307.49,314.45,332.13,340.34,353.13,362.03,368.09,378.61,391.86,402.86,397.25,397.68,403.75,405.62,413.89,419.98,422.20,428.70,430.37,427.94,419.68,407.34,397.44,240.22,254.24,274.34,294.11,306.38,311.15,311.11,316.52,319.07,319.31,318.39,315.30,314.28,320.55,324.31,329.38,340.03,349.57,359.95,374.24,377.42,383.92,393.49,401.95,408.71,410.66,414.90,424.47,424.78,345.93,361.36,378.97,322.84,338.46,304.59,303.13,285.27,272.79,272.76,417.89,659.63,734.52,795.89,809.10
3/5/2000,187.09,218.41,233.86,258.06,268.77,288.29,294.77,311.52,319.09,330.19,337.65,343.03,352.41,366.02,376.87,367.84,368.04,373.18,375.53,382.96,389.11,391.62,398.10,400.48,398.28,390.32,381.22,369.83,224.31,236.25,255.40,275.98,291.12,298.70,298.84,304.38,307.37,308.13,307.69,304.95,303.60,307.87,310.45,313.62,319.39,324.56,331.56,346.20,345.54,347.18,354.51,361.74,367.16,368.36,369.29,375.65,378.12,322.22,330.55,343.58,309.55,319.33,294.62,291.59,266.48,258.92,259.60,386.40,605.27,688.57,772.29,805.27
3/6/2000,193.65,219.64,232.73,252.60,262.02,280.31,286.61,303.09,310.58,321.54,329.34,335.59,347.13,360.90,368.65,359.33,360.66,368.43,370.60,377.44,382.08,384.30,388.95,390.43,380.98,370.37,360.42,340.21,226.44,237.79,254.60,272.02,284.69,291.93,292.12,296.43,297.69,297.19,295.83,292.82,292.16,297.28,300.47,303.93,309.34,313.66,318.44,320.95,324.04,327.75,333.57,337.56,340.17,341.71,344.80,351.00,351.09,311.53,316.94,327.13,299.81,310.64,281.84,278.70,249.83,243.13,243.90,365.73,571.54,651.17,750.98,797.92
3/7/2000,195.10,219.48,232.37,251.29,259.89,278.05,284.26,300.73,308.43,319.78,327.84,334.42,346.86,360.67,368.70,360.26,361.89,369.75,372.19,378.40,382.52,384.41,387.63,388.20,378.50,363.50,353.61,337.78,227.85,239.50,255.59,271.79,281.50,287.12,287.09,290.08,289.63,287.99,285.86,282.38,281.91,288.17,291.84,295.78,301.64,305.47,310.39,318.01,317.56,320.89,325.40,326.88,328.05,329.51,332.17,335.77,334.64,304.02,308.94,318.83,291.08,305.20,270.50,267.44,241.09,237.53,240.15,349.39,544.38,619.22,726.98,787.49
3/8/2000,193.03,219.29,231.83,251.03,259.99,278.92,285.59,302.84,310.25,321.85,329.88,335.45,346.01,359.17,368.00,361.46,362.88,371.44,374.13,383.62,388.38,389.64,393.14,393.10,382.97,367.13,353.97,339.22,227.80,239.09,254.17,268.46,277.18,281.64,281.56,284.07,282.57,280.55,278.53,276.31,276.72,282.67,285.49,289.32,296.11,302.45,313.15,332.32,333.26,328.70,331.20,336.04,338.43,338.74,339.26,335.09,330.21,297.34,301.73,314.44,284.04,295.13,269.44,269.26,264.15,257.14,259.17,361.44,532.93,592.92,701.99,773.64
3/9/2000,192.30,221.33,234.43,253.90,263.41,284.29,291.56,308.97,317.18,329.35,337.96,344.32,356.00,366.61,371.23,367.58,369.76,378.24,380.24,385.39,387.51,387.84,384.74,380.73,353.81,329.78,300.51,277.02,230.17,241.58,255.47,266.98,273.57,277.77,277.38,279.56,279.61,279.01,278.50,278.66,279.89,283.72,285.53,289.64,298.78,311.36,328.68,347.25,337.40,335.43,339.83,346.70,354.47,356.99,355.42,337.77,317.36,298.12,298.03,312.03,284.57,304.64,278.52,281.09,290.36,277.68,282.03,387.51,541.21,582.20,683.45,758.72
3/10/2000,202.19,233.45,248.51,270.68,282.38,309.07,317.82,338.94,349.37,364.60,373.61,379.36,388.19,394.99,397.20,390.05,390.01,388.04,387.30,377.86,362.27,357.45,334.21,319.53,278.11,250.51,228.69,217.15,243.24,253.78,264.53,271.99,275.74,278.58,278.48,279.84,281.67,283.27,285.25,288.88,292.42,298.88,303.89,313.13,330.16,347.24,364.88,374.79,370.89,366.99,363.36,359.91,351.08,340.54,330.01,288.38,258.50,329.98,314.61,329.25,299.96,339.53,289.08,293.34,305.81,285.77,295.52,411.64,563.81,586.81,672.77,744.46
3/11/2000,204.57,241.58,258.96,285.02,299.29,332.56,342.88,366.88,376.79,388.07,393.36,394.61,395.50,392.98,387.79,373.41,370.23,357.47,354.64,336.68,315.12,309.06,284.20,269.35,233.23,207.56,188.11,176.12,248.27,257.90,268.18,275.70,279.23,281.89,282.76,285.32,289.45,292.77,296.31,302.24,307.92,317.55,325.12,336.40,354.11,368.53,382.37,390.67,390.79,382.61,369.49,353.67,325.53,307.83,292.46,243.91,215.44,356.63,348.06,352.43,320.33,367.60,299.43,301.19,293.80,267.26,276.22,412.41,576.39,594.21,662.39,729.65
3/12/2000,205.44,247.20,265.44,296.51,311.90,349.72,361.51,385.39,392.50,397.54,397.52,394.31,390.01,384.04,377.95,361.01,357.03,340.61,337.75,315.68,293.49,287.91,265.48,256.85,228.04,215.20,192.34,180.61,250.46,260.10,270.95,279.18,283.01,285.85,287.70,291.13,296.30,300.14,304.32,310.93,317.83,331.50,339.88,351.52,366.98,377.20,386.06,389.50,394.08,388.44,378.17,360.01,327.43,309.28,278.40,228.34,204.81,371.60,371.98,369.91,335.30,375.80,299.73,297.75,265.42,235.86,235.36,397.88,581.34,599.64,656.28,717.17
3/13/2000,203.75,238.55,256.53,286.74,302.40,335.98,348.40,377.08,386.90,395.80,398.43,398.14,399.40,399.08,398.04,392.13,391.37,387.83,386.98,378.99,365.97,361.59,342.60,331.29,307.69,293.79,271.31,247.62,243.08,253.37,266.04,277.08,282.27,284.95,285.96,288.22,291.13,293.53,296.04,299.41,304.07,317.72,327.08,337.23,351.63,360.64,369.51,377.47,385.62,391.77,395.15,394.02,385.15,377.54,377.43,325.33,286.11,357.59,372.99,387.18,327.49,366.39,282.27,277.37,220.93,204.12,221.24,369.29,568.78,599.42,650.57,705.06
3/14/2000,207.72,242.97,262.47,294.20,310.80,347.22,359.45,385.71,393.63,399.99,402.27,402.42,402.56,400.22,395.77,384.99,382.63,371.59,369.17,353.03,332.14,326.37,300.03,285.64,247.58,221.86,196.77,182.49,245.78,255.95,267.99,276.38,279.81,281.43,282.23,285.01,288.02,290.57,293.65,298.94,305.78,320.87,331.30,341.16,353.60,360.98,367.15,371.58,384.40,387.86,387.18,380.03,358.75,343.38,327.88,271.05,235.92,359.63,366.29,387.20,332.22,379.82,276.96,270.42,221.81,199.68,212.45,347.09,540.18,586.92,645.36,694.89
3/15/2000,202.79,240.10,262.91,298.83,315.98,354.14,366.11,391.57,398.51,402.52,402.24,399.98,395.83,388.30,380.35,363.91,359.52,340.12,336.00,313.20,288.80,282.49,257.68,245.70,216.29,197.10,182.52,174.52,240.19,251.90,264.97,273.65,276.81,278.15,278.71,281.95,285.76,288.88,292.68,298.98,306.40,322.40,333.09,342.71,353.36,357.95,361.09,362.48,373.76,376.07,370.32,355.07,320.85,299.93,275.91,228.75,204.58,358.84,365.28,378.27,334.45,381.47,275.79,268.23,219.52,199.65,210.45,332.21,508.90,563.31,633.29,684.09
3/16/2000,197.31,236.31,260.25,298.34,315.42,354.50,366.79,392.19,398.39,399.40,396.32,392.05,385.57,377.25,370.41,355.20,351.06,333.55,329.93,308.80,286.19,280.39,258.29,249.10,223.02,206.27,190.01,181.63,234.96,246.95,260.64,269.69,273.13,274.57,275.35,278.76,282.63,285.60,289.02,295.09,302.20,318.20,329.07,338.57,348.87,352.29,353.96,354.35,361.60,363.81,360.58,349.59,321.75,302.92,275.48,227.51,205.19,353.35,359.85,373.42,328.01,374.41,272.43,264.25,216.76,199.00,211.74,321.98,487.20,541.10,618.23,673.00
3/17/2000,197.77,238.05,262.81,299.64,317.64,357.50,369.07,392.13,395.63,392.86,388.21,383.59,377.85,371.40,365.84,351.80,348.24,332.47,329.31,310.17,290.13,285.28,265.67,256.68,234.83,221.10,204.66,195.97,236.60,248.26,260.15,267.27,270.29,271.75,272.77,276.27,280.02,283.00,286.45,292.72,300.08,315.21,325.45,334.50,344.32,347.65,349.71,350.84,356.02,358.45,355.95,346.94,325.93,310.66,286.04,238.30,216.73,348.60,355.02,366.87,325.55,368.54,271.41,262.80,217.52,200.25,213.55,323.32,476.57,525.52,604.93,661.28
3/18/2000,188.97,224.05,245.96,281.62,299.25,338.82,350.74,377.81,385.37,388.86,387.50,384.07,381.29,378.80,376.83,367.30,365.84,359.28,358.22,347.84,336.38,331.10,315.17,309.27,292.69,284.50,263.91,247.07,223.67,235.83,249.96,260.11,264.94,266.66,267.57,270.89,273.85,275.67,277.54,280.79,285.83,299.41,308.84,318.64,331.57,337.58,342.85,348.26,350.76,353.18,353.43,351.13,343.55,338.22,328.49,294.09,269.95,338.53,347.70,357.99,308.56,355.75,263.31,255.66,221.65,209.13,221.24,313.98,460.18,508.11,587.36,647.35
3/19/2000,180.22,208.81,226.07,253.89,267.74,301.09,312.64,342.56,355.54,368.66,374.25,375.85,381.83,388.03,390.70,381.89,382.28,384.01,384.71,385.56,384.65,383.10,379.45,377.58,369.97,351.94,332.16,313.19,209.19,220.00,234.30,246.21,253.73,256.94,257.62,261.35,263.46,263.71,263.36,262.45,263.61,272.22,278.71,286.52,300.23,309.09,318.28,330.91,330.69,337.09,343.01,346.72,349.02,349.52,350.42,348.01,339.31,308.87,325.01,340.61,277.41,312.53,249.87,245.84,223.56,215.45,224.76,301.69,442.16,489.86,568.73,631.59
3/20/2000,178.71,202.62,215.97,236.65,247.56,273.88,283.15,308.94,321.06,335.66,344.02,349.45,360.98,372.37,378.23,368.09,369.32,375.17,377.06,382.69,385.57,386.40,387.19,386.56,381.70,361.55,342.00,318.01,204.01,213.26,225.15,236.10,243.55,247.67,248.26,252.12,254.00,253.98,253.33,251.98,252.07,257.15,260.62,265.33,273.76,281.20,291.19,306.59,303.24,310.79,318.51,322.96,325.81,327.15,330.33,336.90,335.01,278.64,291.45,307.54,259.74,288.89,243.66,241.45,228.13,221.56,231.39,306.83,433.02,476.74,555.22,616.65
3/21/2000,176.92,197.11,208.29,225.71,234.65,256.43,264.39,286.69,297.38,311.14,319.43,325.19,336.12,348.84,356.69,346.62,348.33,356.82,359.05,367.86,373.88,374.81,378.33,378.75,374.57,356.06,346.48,324.16,198.85,206.87,217.80,228.11,236.00,240.70,241.22,244.82,246.83,247.30,247.26,246.91,247.39,251.40,253.58,256.55,261.99,267.50,276.72,294.43,291.06,299.57,305.39,308.08,310.54,312.03,314.61,319.33,320.02,263.68,270.65,281.44,252.68,268.13,241.91,240.92,233.41,223.14,230.67,299.33,422.29,463.77,539.59,601.45
3/22/2000,173.18,190.75,200.25,214.84,222.23,239.47,245.81,264.16,273.45,285.94,293.95,299.13,309.74,322.61,331.70,320.35,320.90,327.60,329.73,338.98,345.21,346.98,352.26,353.15,350.98,336.37,325.62,307.17,192.33,199.45,209.33,219.71,228.29,233.68,234.43,238.15,240.75,241.91,242.56,243.14,243.96,247.43,248.90,250.95,254.70,258.70,266.00,284.16,279.15,284.46,290.94,294.88,297.87,299.33,302.58,306.33,304.83,255.57,260.01,269.30,248.51,260.11,239.90,239.35,233.71,223.87,230.79,294.86,412.18,449.56,522.18,584.54
3/23/2000,171.94,186.68,194.38,206.40,212.31,225.84,230.79,244.50,251.89,262.59,270.12,276.47,288.13,302.15,309.05,297.07,297.95,303.94,305.76,312.86,317.91,319.39,323.01,323.64,319.40,309.03,300.42,287.21,188.36,194.55,203.54,213.38,221.97,227.76,228.73,232.24,235.08,236.68,237.88,239.45,240.85,243.68,244.88,246.49,249.52,253.25,260.71,277.02,268.54,273.32,280.03,284.43,285.54,285.20,284.88,288.85,288.60,250.36,253.86,261.48,244.81,255.91,238.20,238.31,237.63,229.54,236.60,304.47,410.65,442.00,510.42,569.08
3/24/2000,172.57,185.09,191.66,202.19,207.19,219.32,223.58,235.85,242.35,252.96,260.71,267.61,278.77,290.98,297.26,290.91,292.41,299.40,301.05,307.30,311.15,312.06,313.31,312.60,303.49,290.53,276.86,263.45,187.04,192.45,200.72,210.04,217.89,223.79,224.88,228.23,231.56,233.70,235.52,238.14,240.21,242.71,243.94,245.47,248.81,254.05,262.99,277.64,271.75,278.24,283.60,285.18,284.71,284.87,285.82,283.71,276.78,248.99,252.80,264.60,244.12,253.53,238.78,240.09,248.81,242.87,246.24,315.97,412.24,437.34,498.39,555.85
3/25/2000,174.75,186.01,191.63,201.19,205.87,217.27,221.42,233.27,239.67,251.04,259.68,267.03,277.97,290.39,296.79,290.90,292.34,299.03,300.59,306.10,309.29,309.96,310.57,309.72,302.47,293.30,283.45,272.98,188.15,193.01,200.86,209.86,216.67,222.06,223.40,226.73,230.67,233.36,235.79,239.25,241.67,243.91,244.95,246.53,250.55,257.17,267.83,283.77,277.87,285.12,290.04,291.10,290.79,291.02,291.02,286.49,280.73,250.45,254.52,266.98,245.04,252.71,242.13,244.95,263.13,254.79,255.79,329.20,418.03,436.91,491.38,543.66
3/26/2000,177.01,187.34,192.03,200.71,205.30,215.54,219.56,231.10,237.14,247.96,257.00,264.37,275.01,287.35,295.52,289.01,290.11,296.33,298.25,304.42,308.52,309.32,311.03,310.99,306.98,301.01,296.70,291.69,189.52,194.20,201.61,210.73,217.38,222.52,223.74,226.77,231.08,234.29,237.31,241.66,244.59,246.37,246.98,248.11,251.79,258.22,267.57,286.35,280.17,288.60,295.05,297.50,297.16,297.19,298.20,295.12,290.74,251.64,257.91,269.05,247.40,251.89,247.42,251.24,268.84,253.00,255.44,336.54,427.89,440.15,487.51,534.18
3/27/2000,177.11,185.57,189.95,197.62,201.63,210.27,213.05,223.54,228.56,237.85,245.57,252.49,261.41,270.94,276.98,274.65,275.35,280.74,282.17,289.05,294.67,295.80,299.96,301.05,300.92,299.64,299.07,298.17,187.03,191.13,198.13,207.85,215.72,221.94,223.40,226.03,230.13,233.37,236.83,242.47,246.73,248.29,248.85,249.43,251.92,256.94,263.85,276.60,270.94,275.31,282.22,288.35,292.76,293.60,295.62,298.90,297.95,251.14,257.11,266.49,249.12,248.97,249.41,251.99,264.02,250.86,254.03,336.01,433.47,443.63,482.58,525.70
3/28/2000,176.57,184.37,188.73,195.60,199.08,206.45,208.60,217.40,221.56,229.99,236.82,243.87,251.84,260.47,265.91,263.80,264.41,268.70,269.73,275.38,280.13,281.29,285.37,286.85,288.40,290.36,291.85,292.52,186.03,190.00,196.30,205.91,214.47,221.16,222.70,225.13,229.11,232.26,235.60,241.54,246.15,247.93,249.16,250.20,253.24,258.07,264.46,276.55,269.96,272.47,277.23,281.03,283.83,284.78,286.65,290.40,291.76,252.18,257.05,263.51,248.89,246.49,249.09,252.26,272.37,267.40,268.30,343.99,437.03,446.60,480.19,518.19
3/29/2000,176.84,184.13,187.91,194.05,197.00,203.28,205.09,212.54,215.84,222.69,229.07,236.61,244.28,252.85,258.68,255.84,256.22,259.93,260.94,266.06,270.50,271.66,275.64,277.17,279.62,284.27,287.00,288.84,185.55,189.25,195.28,205.03,213.81,220.89,222.10,224.24,228.12,231.43,235.11,241.87,247.17,248.34,249.15,249.73,252.11,256.52,263.05,275.85,269.23,272.03,276.40,280.35,283.57,284.43,285.46,288.38,289.88,252.01,257.10,263.37,249.23,245.16,253.47,259.10,290.58,284.21,286.77,357.30,442.09,449.57,478.26,511.73
3/30/2000,176.75,183.69,186.97,192.82,195.31,200.62,202.30,208.86,211.32,217.19,222.45,228.95,235.50,242.51,247.69,250.10,250.28,253.13,253.55,257.99,261.76,262.88,266.94,268.91,271.99,277.84,281.20,283.47,184.94,188.05,193.19,202.71,212.07,219.77,221.26,224.08,228.45,231.75,235.66,243.73,250.63,251.37,251.67,251.78,252.98,255.89,261.21,270.06,268.41,270.54,273.28,276.03,278.76,279.70,281.47,284.76,286.58,251.76,255.08,258.01,250.02,244.05,259.31,265.17,303.11,300.63,296.87,366.06,447.43,453.22,476.28,505.78
3/31/2000,177.75,183.89,186.86,192.14,194.39,198.98,200.47,205.91,208.18,212.98,218.13,225.35,232.01,238.85,244.71,244.99,244.98,246.48,247.55,252.02,255.34,256.39,260.48,261.60,264.73,271.77,275.54,279.03,185.05,188.03,193.79,203.39,212.15,219.48,220.83,223.24,227.53,231.88,237.00,246.59,254.30,255.00,255.04,254.82,255.49,257.68,262.13,273.02,269.51,268.63,271.15,274.03,277.62,278.87,280.38,281.05,282.87,255.03,256.48,259.75,254.93,245.96,264.25,272.61,317.07,311.68,315.48,377.93,453.97,457.51,475.73,499.90
4/1/2000,175.81,181.66,184.80,190.14,192.03,195.94,197.18,200.86,202.81,206.48,210.87,217.52,223.38,230.42,238.95,237.47,236.41,236.11,236.98,240.57,243.76,244.71,248.39,249.42,252.29,261.14,265.23,269.87,182.52,185.58,191.06,200.18,210.06,218.43,219.85,222.24,225.71,229.81,235.25,247.00,256.71,257.88,257.91,257.83,258.03,259.21,262.18,270.98,269.05,266.91,267.93,270.20,273.42,274.76,276.97,277.02,277.86,257.91,257.30,260.09,257.79,251.34,268.51,275.61,321.37,318.12,322.30,372.79,447.52,459.60,474.64,494.48
4/2/2000,173.65,178.62,181.96,187.14,189.08,192.66,193.81,196.77,198.28,201.92,206.22,211.62,216.21,227.66,241.98,232.66,230.42,228.45,229.40,232.71,235.90,236.30,239.29,240.15,242.16,252.09,254.68,259.25,179.45,182.71,188.85,197.93,208.44,217.30,218.49,221.03,224.24,228.70,234.70,246.84,256.34,257.77,257.85,257.98,258.55,259.33,261.51,272.33,267.26,265.64,266.62,268.63,271.00,271.88,273.24,272.28,272.26,258.74,258.63,261.10,257.68,255.77,267.84,275.74,321.77,319.28,324.66,366.30,433.53,451.31,472.33,489.71
4/3/2000,172.08,176.47,179.73,184.47,186.34,189.82,190.90,193.66,194.95,199.27,203.04,207.69,212.70,227.09,238.55,230.02,228.02,226.54,227.61,230.96,233.79,234.21,236.53,237.13,238.70,248.01,249.68,257.23,177.32,180.70,187.23,196.33,207.24,216.33,217.69,220.31,223.56,228.38,234.73,247.09,256.67,257.94,257.88,257.97,258.39,258.86,260.88,272.18,266.72,266.03,267.48,269.35,271.04,271.68,272.17,271.57,271.24,258.45,258.39,261.10,257.68,254.97,268.44,276.34,321.43,320.20,324.81,364.77,426.12,443.05,467.10,485.05
4/4/2000,170.98,175.10,178.20,182.46,184.29,187.56,188.59,191.26,192.65,197.21,200.89,206.49,212.74,226.14,235.27,227.03,225.67,224.18,225.62,228.35,231.24,231.88,234.67,235.50,237.85,247.47,248.64,257.83,176.31,179.86,186.45,195.59,206.69,216.25,217.00,219.77,223.31,228.47,234.97,247.58,257.25,258.33,258.33,258.37,258.74,259.23,261.33,271.80,266.00,265.33,266.60,268.71,271.38,272.52,273.23,270.92,270.60,258.77,258.63,260.84,258.12,250.31,269.10,277.90,325.20,325.85,330.18,367.19,421.63,436.73,461.29,480.35
4/5/2000,170.17,174.35,177.29,181.23,182.90,186.09,187.06,189.66,191.60,196.20,200.15,206.66,214.41,223.77,230.54,224.64,224.29,225.32,226.49,230.30,233.64,234.08,236.25,236.78,238.95,247.76,253.83,265.02,176.06,179.78,186.27,195.35,206.28,215.50,216.71,219.73,224.57,230.25,237.03,249.32,258.19,259.00,258.94,259.01,259.39,260.25,262.77,271.08,266.35,266.98,269.35,271.71,273.42,273.21,271.55,270.05,270.68,259.23,259.30,261.02,258.85,244.72,268.53,277.02,329.28,333.82,336.00,371.04,419.51,432.56,455.99,475.55
4/6/2000,169.78,173.92,176.60,180.29,181.98,184.97,185.89,188.74,190.99,195.68,200.30,207.49,214.52,222.59,229.27,224.15,223.82,225.20,226.15,229.82,232.90,233.41,235.75,236.49,239.17,249.44,258.17,271.80,175.99,179.57,186.13,195.34,206.02,215.21,216.40,219.78,225.33,231.42,238.36,250.38,258.97,259.70,259.68,259.77,260.22,261.22,263.74,271.81,267.05,267.69,269.91,272.16,273.77,273.85,272.77,271.92,272.89,260.03,260.39,260.58,259.61,243.94,268.97,277.92,334.49,340.56,341.93,374.68,418.43,429.41,451.47,470.50
4/7/2000,169.65,173.56,176.02,179.53,181.12,183.95,184.80,187.56,189.53,194.17,198.89,205.79,212.04,221.00,227.22,222.99,222.41,223.07,224.06,227.42,229.98,230.65,233.00,233.74,236.69,247.59,255.17,272.05,175.64,179.07,185.47,194.62,205.68,215.22,216.73,220.13,225.31,231.35,238.35,251.05,260.48,261.31,261.20,261.11,261.24,261.99,264.42,272.52,267.76,267.96,269.55,271.31,273.37,273.76,273.21,272.15,272.98,260.93,260.87,262.49,261.11,246.26,271.65,280.59,341.29,344.64,346.15,378.68,420.14,428.51,447.61,465.67
